"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
989,0.66974127364,0.955851733865,0.0304634489695206+0.16203390895207292*I,0.1255209255012234-0.9978234474785913*I,-1.3678991614475673+3.6917174144030076*I,6.108117332403451-10.891080410293391*I,-16.99593894954339+27.31232371834568*I,33.574124315518695-52.12388215295823*I,-60.87911979500794+73.69796556258504*I,108.53033562436491-79.64460796016559*I
990,0.716500029436,0.943938134128,-0.032212498534582856+0.19494708447071418*I,0.6683009244866887-1.1095489771505147*I,-4.004848441816466+3.594065243438442*I,15.808800442650902-8.96769888971216*I,-44.9711280660809+21.557334248728356*I,88.93297464515143-39.62729022128502*I,-143.13682855441078+37.40459474380438*I,206.85947594396225+14.409035640945774*I
991,0.680584970203,0.958515298898,0.01896585898024561+0.1706804494849239*I,0.22707323776368238-1.0401155992108282*I,-1.8711846160394863+3.786583356935331*I,7.971119908039686-10.996738732018004*I,-22.215566851808664+27.609582463822225*I,43.94136059033465-52.53409905998603*I,-77.37937627813318+71.46405169566614*I,131.40494375668348-68.68405281782334*I
992,0.65021744607,0.959039247826,0.047317850250497215+0.14599911439327232*I,-0.024975208189019826-0.9096458256575064*I,-0.6171197707424175+3.424968030979634*I,3.341051229163923-10.250133433551913*I,-9.393579869425874+25.52861004467635*I,18.460363140487605-48.80886928424107*I,-35.95931158727572+72.28318262651258*I,71.533159698215-88.38018113371533*I
996,0.727614716753,0.94629913991,-0.05268981054115232+0.19988874899535453*I,0.8392586761981676-1.0950570937935495*I,-4.797669183140833+3.2895566849847273*I,18.632679552945-7.188364426173681*I,-53.47902986266968+16.087673260077192*I,105.66380939102008-28.438874734908744*I,-164.7447212491047+14.631266906628014*I,223.61413899356788+58.878567202579745*I
998,0.702869052868,0.951903277436,-0.010223423677821378+0.18688221465976146*I,0.48099097584422323-1.1001382847595043*I,-3.1119030321702494+3.785143241597854*I,12.55446998593321-10.2925057422865*I,-35.37019406250932+25.539694031501796*I,69.99496076615158-47.918899406318815*I,-116.68550897098368+56.38013004124697*I,180.0317086438846-27.061995501201437*I
999,0.722103445131,0.949781334515,-0.042241398712483516+0.1976547917015749*I,0.7524722756567006-1.1050999283680991*I,-4.398170721955857+3.4594358706360087*I,17.219633032341747-8.159321897067453*I,-49.20087074096267+19.087336457145412*I,97.25611228624544-34.557029393989374*I,-154.11516601742906+26.83411812009843*I,216.0948351466214+35.581705744844115*I
1002,0.701577038359,0.955219276919,-0.008309573470670684+0.18602857253163177*I,0.46451876474631165-1.0979813063379287*I,-3.032361237017732+3.79456435590422*I,12.262101646316793-10.377212762887352*I,-34.51818938665254+25.79088176716878*I,68.31123928442692-48.45162336665885*I,-114.24318503970144+57.7388841165956*I,177.2840481037303-30.309661778354176*I
1005,0.65184197648,0.953765352467,0.046087945264605405+0.14734017879753858*I,-0.01392121053070755-0.9173756202473735*I,-0.6724196813542191+3.4505742497620098*I,3.544024905952532-10.319575169321896*I,-9.944574754916264+25.7203005976877*I,19.55561984187655-49.17423330526947*I,-37.80050613047453+72.60237222044482*I,74.37266301400682-88.08053610634283*I
1006,0.701247455651,0.948617364963,-0.007825936960333887+0.18580876826135143*I,0.46035299826720766-1.0973971569132197*I,-3.0122185654376326+3.7967537949910297*I,12.1880144231314-10.397821996458108*I,-34.30260426125424+25.85187865497948*I,67.88501454170853-48.581554173113595*I,-113.62329944009232+58.07606310135794*I,176.5721383923327-31.123511940341814*I
1010,0.67606016961,0.953218919861,0.0239634868144665+0.16711115891269157*I,0.18303691963985985-1.0232461727918403*I,-1.653342036052824+3.752914569779904*I,7.164375527881915-10.980356248700435*I,-19.94586756142454+27.564018010068445*I,39.43498988930825-52.52404353036074*I,-70.2664822300363+72.72171934248061*I,121.71049061320304-73.88869076618849*I
1012,0.669234091081,0.952958878416,0.03096164838484102+0.16162267674493908*I,0.12110044756454719-0.9957014126566606*I,-1.3459217419648735+3.686164237125422*I,6.026852426237873-10.880913397714723*I,-16.769988124440818+27.28371619322588*I,33.12528944148941-52.07451281894718*I,-60.15428166607876+73.74120363515351*I,107.49601185473068-80.03876658698736*I
1013,0.691931939317,0.950269723905,0.005092630842069401+0.1792793806066722*I,0.34846472799548545-1.0762163450729783*I,-2.46797139677704+3.8253788628610748*I,10.180238088263247-10.823721913755744*I,-28.501763407528482+27.105345518458734*I,56.4060723977671-51.298151200946414*I,-96.58072509715971+65.85692766649271*I,156.26914924227165-51.11495044540091*I
1018,0.663594221802,0.953589522405,0.03627640439214237+0.1570214793485567*I,0.07384657272511952-0.971379843651208*I,-1.1106738736415585+3.618742635203054*I,5.157766897186686-10.741173622009384*I,-14.363651339756917+26.891757625589822*I,28.34202113918567-51.37266341078433*I,-52.368591475027344+73.89183831333787*I,96.22639981584265-83.7379389576106*I
1019,0.68926111257,0.950541560825,0.008536727373743502+0.17730977153627459*I,0.3184468902390626-1.0686263413112833*I,-2.320955785584181+3.822826703788742*I,9.636442145812529-10.89528531883272*I,-26.944900170842985+27.3142066446481*I,53.32145798400691-51.772477556098934*I,-91.89525986809286+67.52594814919337*I,150.3844717728145-55.879755690843695*I
1023,0.707897610565,0.949742733618,-0.01794817106529395+0.19007014197075353*I,0.5472046318468846-1.1065970813440478*I,-3.4300908157290557+3.7350289025282013*I,13.720586527452292-9.899621041272818*I,-38.78573828878412+24.36859857282824*I,76.73983059777996-45.45675753423522*I,-126.32665317107958+50.40021822089674*I,190.4623087714573-13.354442766353749*I
1034,0.651266284367,0.953225605974,0.046527193828055875+0.14686493334426753*I,-0.017867520847941076-0.9146419594251672*I,-0.6526811541337519+3.441550396430255*I,3.4715482483096674-10.295232049310718*I,-9.747714828850569+25.653072316599285*I,19.164377426622778-49.04623468910533*I,-37.14295225156968+72.49297021643166*I,73.3666078735826-88.19045180038962*I
1041,0.712966128206,0.948590490673,-0.026189313411493026+0.19304046681108006*I,0.6173578887517196-1.1096740044261653*I,-3.764260916501832+3.6610177661064336*I,14.93803927069586-9.393103552226345*I,-42.38093734970902+22.845892696103025*I,83.83024651495329-42.2890623326703*I,-136.20462518379227+43.19391896809221*I,200.39011891969037+2.3210821164018114*I
1043,0.733876130853,0.951675581013,-0.06527780942578196+0.20182923773416758*I,0.9425036519066573-1.0759486574732322*I,-5.263958060110981+3.0463743021319383*I,20.249548136719415-5.850300965344597*I,-58.42626692912643+11.901611546770765*I,115.37445610626511-19.94936596530794*I,-176.3697666912625-1.602475783722781*I,229.7185152360842+88.41732547875569*I
1051,0.735408518265,0.949499196584,-0.06847605779231405+0.2021964631025213*I,0.968496436448049-1.0699067272803842*I,-5.379657789211749+2.9780633386804154*I,20.644239941922862-5.481819971753519*I,-59.64254889691456+10.738908414574208*I,117.76050235361097-17.599391053103353*I,-179.10380623914617-5.9830216298330186*I,230.74683058999+96.15089032990817*I
1053,0.671338785589,0.952094575133,0.028871505088411326+0.16332604279666393*I,0.13963283452347047-1.0044349653787479*I,-1.438023184348292+3.7086175802790713*I,6.367478278748712-10.920345223224974*I,-17.717925397781094+27.394741770925624*I,35.0088163778207-52.26377687994228*I,-63.19128143595516+73.53055610003611*I,111.81503335334193-78.34503868483739*I
1056,0.724487469332,0.94743468899,-0.04668918298618793+0.19867698947791068*I,0.789532350345958-1.1014852387313825*I,-4.569560252267334+3.3907462106371415*I,17.828577340068556-7.761791330708498*I,-51.03937485406778+17.863325430461437*I,100.87056473658005-32.0563247217008*I,-158.74439851188356+21.78414154569642*I,219.55636272701145+45.349778026587735*I
1061,0.69395009023,0.951260305878,0.0024148062765353695+0.18074123916135187*I,0.3717513530352491-1.0815321024615665*I,-2.5817401101159563+3.8243164761790926*I,10.600717915112465-10.755584677405857*I,-29.70972582829272+26.90593108212225*I,58.798552059013915-50.85558503843569*I,-100.18449530591221+64.43909435809314*I,160.7057521912193-47.24672337305097*I
1065,0.69159465588,0.95079528066,0.00553378650894118+0.1790327565873319*I,0.34462393664790736-1.075291790536233*I,-2.4491817637375544+3.8253027058475784*I,10.110774820028768-10.833911627104984*I,-28.30251291371076+27.135079542430475*I,56.0113040044334-51.365045634712274*I,-95.98365178039496+66.08010075083415*I,155.52053883739168-51.745222777102896*I
1066,0.71337434516,0.946367910349,-0.026873248710955963+0.1932679865419823*I,0.6231571778015275-1.1097585344687786*I,-3.791740282541518+3.653951681082512*I,15.03775140111538-9.347106794545553*I,-42.6767966283679+22.706950472418228*I,84.4133850553379-42.00152468768562*I,-137.00228921032533+42.557287842940156*I,201.1694674224541+3.672584902762715*I
1067,0.725753974087,0.946540684221,-0.049096538769351855+0.19918591103585398*I,0.8095208057246579-1.0991178741862724*I,-4.6615112659006845+3.3513154588309586*I,18.15362660999381-7.5368131228587405*I,-52.023884842829304+17.168011558300087*I,102.80555869241522-30.638665130743384*I,-161.18811936914256+18.96049800138435*I,221.26890741814537+50.731549642817754*I
1068,0.749188177394,0.945633641459,-0.09932700122780279+0.20324716291660977*I,1.2137293480667537-0.9878138621719179*I,-6.431912330312519+2.1886739612915536*I,24.069968870835538-1.35918424098646*I,-70.33659087077254-2.5290788877339274*I,138.74259735713144+9.060968128093144*I,-200.4690836102891-53.224929741505825*I,229.23635593093357+174.10628202178293*I
1074,0.657622492623,0.954725947342,0.04146757692836444+0.15211061136013534*I,0.027498890359733075-0.9444106373370462*I,-0.8794358223681453+3.5373752652019954*I,4.305262849250335-10.546252451431858*I,-12.02090611618277+26.34835202085865*I,23.684020576075227-50.36355708651778*I,-44.68934017299273+73.47829008590591*I,84.8323002817709-86.46917429381188*I
1079,0.658896178592,0.952943923015,0.04039682064366071+0.15316026608928104*I,0.037074555363087625-0.9502526562720868*I,-0.9272484445950618+3.5555000086536337*I,4.481371238258184-10.591457927720274*I,-12.503376653875641+26.474021871977058*I,24.643338245008707-50.59912846428125*I,-46.279946656742666+73.61248118114227*I,87.20834079520912-85.97806777517737*I
1083,0.740834489063,0.945309574751,-0.08017489224469516+0.2031192933549304*I,1.062695074937221-1.043809207637452*I,-5.79271158977007+2.706234381305477*I,22.02795349630554-4.0380646513721725*I,-63.93261846338566+6.145174454511425*I,126.17455165977728-8.339831918794928*I,-188.3097194679312-22.855647813256397*I,232.64005899325596+125.05826079682865*I
1085,0.712849695122,0.948715615879,-0.025994712343235776+0.1929752341449691*I,0.6157078768527557-1.1096447073110824*I,-3.7564395153709955+3.663005611384534*I,14.909632086080592-9.406076697427391*I,-42.296701375533985+22.88503537648953*I,83.6643705717016-42.37018033353142*I,-135.9758230539916+43.3723362111977*I,200.1739236113573+1.937383164435282*I
1092,0.650004723558,0.956182794401,0.04747673607686145+0.1458235690210407*I,-0.026404152613162868-0.9086313674687039*I,-0.6099700996881163+3.421583214473495*I,3.314818442004513-10.240858958039937*I,-9.322429231207627+25.503090827143104*I,18.31888937917532-48.75998734629253*I,-35.72164797634129+72.2385431650402*I,71.16732521260822-88.40514635864449*I
1093,0.664839418537,0.956188281984,0.035138104992348346+0.15804123197198136*I,0.08398265765121082-0.9768556646182358*I,-1.1611844289390831+3.6344793565460343*I,5.344236648528898-10.776017151137829*I,-14.87839158071629+26.989262689812207*I,29.365352110776318-51.550344357806274*I,-54.0434884031133+73.90725836259517*I,98.6730779897794-83.01648323037722*I
1094,0.666907248006,0.957817748654,0.033204265138391205+0.15973009761045692*I,0.10118559019506534-0.9858185529937764*I,-1.246843563467341+3.6595760839643527*I,5.660634475002764-10.82899883733357*I,-15.753843361388801+27.137901577004392*I,31.10564869464983-51.81780239861932*I,-56.87893265357345+73.8731790730882*I,102.79590555034868-81.70330218856998*I
1097,0.66482158576,0.956304480447,0.03515457695234829+0.1580266190844899*I,0.08383705700587135-0.9767765373397618*I,-1.1604557584562885+3.6342587720362998*I,5.341546569551393-10.775539334579452*I,-14.871030183962606+26.98798839881946*I,29.35049743727781-51.548110459461476*I,-54.01961339636446+73.9069756547751*I,98.63194516372606-83.02670068256894*I
1098,0.664873022268,0.956200651598,0.03510715321866036+0.15806870745433915*I,0.08425890678358566-0.9770022583561472*I,-1.1625576242996094+3.6348962216120366*I,5.3493133483137125-10.776931195922165*I,-14.892425248476052+26.991830316604748*I,29.39318076997451-51.555218459101816*I,-54.08833054033645+73.90689741768394*I,98.74716234264962-82.99579941899349*I
1101,0.670432896247,0.957211831515,0.029778486786137703+0.16259396067378512*I,0.1315957483867552-1.0007009765693873*I,-1.3980918211269613+3.6991467477657314*I,6.219762591142868-10.904265346259729*I,-17.306568737895375+27.349444851362502*I,34.191577953475495-52.1875632039116*I,-61.87498907552833+73.63202346274271*I,109.94539340843801-79.09777124266742*I
1102,0.670423553377,0.957211287143,0.02978767426126392+0.16258639148474796*I,0.1315127681290741-1.0006625800302553*I,-1.3976804306081028+3.6990467411629577*I,6.218255970982628-10.904108013313955*I,-17.302337309157508+27.348991141684802*I,34.18305726583305-52.186720106867355*I,-61.86167627983502+73.63231163647808*I,109.93112860020443-79.09844163941959*I
1113,0.693776464345,0.951745181306,0.002647735482887506+0.18061643733407723*I,0.3697273631147191-1.0810903006132937*I,-2.571859385276385+3.8245105557372394*I,10.564220746650808-10.761947523091226*I,-29.604786211873595+26.92460486362092*I,58.59058912469577-50.89663545507867*I,-99.87272981038473+64.56694215699866*I,160.3332549988584-47.57864481830159*I
1114,0.716668910767,0.948708381653,-0.03250616118365614+0.19503453337220145*I,0.670776316619812-1.1094939865791826*I,-4.0164931976191465+3.590526057322583*I,15.850806607714452-8.945788815020666*I,-45.096543266135996+21.490727458252486*I,89.18014100850266-39.49035675938435*I,-143.4695381638053+37.1119184208605*I,207.15955454346008+15.000093125005328*I
1125,0.655528100608,0.954133993545,0.04318656959247598+0.15038301666175174*I,0.01210993739092453-0.9347062704526141*I,-0.802555744465961+3.5067559954529055*I,4.022317924016209-10.468057008173318*I,-11.247399133131832+26.131246664268378*I,22.14591949079611-49.95451947944583*I,-42.132961181372764+73.211702520055*I,80.97310018986829-87.1557702957648*I
1128,0.685425160308,0.957184354325,0.013288258677633835+0.17441861836660677*I,0.27690306507052703-1.0567036117650348*I,-2.1168669900279893+3.8117830582562773*I,8.880986578289598-10.963492689786104*I,-24.792216513084462+27.512672591406215*I,49.05352498686058-52.2474731831383*I,-85.33935354652918+69.5335461693539*I,141.9493463597345-62.02748930335365*I
1129,0.685286909608,0.950061188787,0.013455377738213592+0.17431313906263113*I,0.2754406573196181-1.0562517998674747*I,-2.1096677088655325+3.811232507794594*I,8.854311887698486-10.965224308346155*I,-24.716471170462714+27.517699336656587*I,48.90322404670401-52.260606838733146*I,-85.10730586791598+69.59854767570059*I,141.65132088626365-62.23555859170433*I
1130,0.696206822942,0.951154025579,-0.0006578530333960636+0.18234677967856014*I,0.3984110510752674-1.0870216259239918*I,-2.7116801911179933+3.8198971224959726*I,11.080536607012153-10.664214707467018*I,-31.092702372689313+26.637830152147096*I,61.5360541921551-50.26915509532034*I,-104.27509813322715+62.68318229149202*I,165.6604209123555-42.61103466224777*I
1131,0.693439239705,0.950353438345,0.0030987878451657763+0.1803734605033197*I,0.3658068390135388-1.0802223507222743*I,-2.552722836462258+3.824837637415789*I,10.493504080841573-10.774018370144237*I,-29.401437642919756+26.9599386630486*I,58.18829822167841-50.9745899766655*I,-99.26644560115469+64.81058142435982*I,159.58864884205335-48.24473100497314*I
1132,0.686434292137,0.951608906492,0.012060356651154805+0.17518584090867223*I,0.2876548589899539-1.0599499531825554*I,-2.1697517236649673+3.8154912963322447*I,9.076776227031637-10.949317721411461*I,-25.34900445559387+27.471431996920163*I,50.15777915081887-52.14470795552645*I,-87.04375736185946+69.05041594375963*I,144.16612496860708-60.491493945907315*I
