"Name","Spin","Remnant Mass","Nu0","Nu1","Nu2","Nu3","Nu4","Nu5","Nu6","Nu7"
992,0.65021744607,0.959039247826,-2.688896517238871-0.3556900230402902*I,-2.6832359350835073-0.46860165790817493*I,-3.004802667564101-0.6938891869942342*I,-3.3506748714296646-0.7860371849651666*I,-3.694149849824984-0.8242736559849744*I,-4.029961722121146-0.8562746012668013*I,-4.386480178980249-0.9031878579773388*I,-4.772365077666613-0.9462630364315424*I
996,0.727614716753,0.94629913991,-2.738862207853524-0.5082472599098005*I,-2.4767994658616-0.5204552359075061*I,-2.905202328710033-0.7672439732075654*I,-3.2643863617601228-0.8681460868583354*I,-3.6016276822112356-0.9072643304075079*I,-3.9119507760023957-0.943505082641356*I,-4.246608118230026-1.0050765875674712*I,-4.615577714993137-1.05692579314915*I
998,0.702869052868,0.951903277436,-2.727814207518187-0.4512499809285987*I,-2.5537765809658555-0.48398387214531835*I,-2.9405637722156914-0.740651011173004*I,-3.2947207960912177-0.839710964953965*I,-3.633569330240818-0.87929966087275*I,-3.953170419729763-0.9150619557496038*I,-4.295889482200338-0.9715046574983904*I,-4.67091264362113-1.0202892966539796*I
999,0.722103445131,0.949781334515,-2.736867210120587-0.4950579881243903*I,-2.4938329376487633-0.5101699153670339*I,-2.913397688005648-0.7610079971676348*I,-3.2714084429519596-0.8615992807103695*I,-3.6089562041413603-0.900891256803018*I,-3.9214560899085535-0.9371332356830522*I,-4.258021067763671-0.9975123901316089*I,-4.628397305180974-1.0486502924083838*I
1002,0.701577038359,0.955219276919,-2.7270896084308274-0.44844581108429826*I,-2.5577050675112716-0.48276470427761903*I,-2.942311711228763-0.7393561668869313*I,-3.2962246262154222-0.8382904362302092*I,-3.635171165968019-0.8778823593586985*I,-3.9552234329436002-0.913589692096849*I,-4.2983305920143575-0.9697789459898618*I,-4.673651849922219-1.0184118939622357*I
1005,0.65184197648,0.953765352467,-2.6902791287097783-0.3579850389457349*I,-2.680237826555452-0.46851845633712735*I,-3.0030178932840195-0.6951732097687378*I,-3.349094371132003-0.7875791044057122*I,-3.6924140134562498-0.825897749288015*I,-4.027783910895693-0.8580497443942953*I,-4.383929426957772-0.9052376611100781*I,-4.769515804606094-0.9484775743731122*I
1006,0.701247455651,0.948617364963,-2.726902461105747-0.44773354119075753*I,-2.558703260948309-0.48246394693717115*I,-2.94275609764888-0.7390272361084909*I,-3.2966070560535217-0.8379290171183159*I,-3.6355787782110562-0.8775214377683809*I,-3.9557456450180615-0.9132143504408133*I,-4.298951334311026-0.9693391505998363*I,-4.674348360119812-1.0179335199917976*I
1010,0.67606016961,0.953218919861,-2.710024410025077-0.39740316399671416*I,-2.628254351227782-0.4696681598650957*I,-2.9749894834537347-0.71541707075236*I,-3.324496908486379-0.8113704521451888*I,-3.6655716732157044-0.8506291952852414*I,-3.9939459545989906-0.8848100342588943*I,-4.344165895288768-0.9362198680525535*I,-4.725036596797593-0.9819903999217043*I
1012,0.669234091081,0.952958878416,-2.7047030948076785-0.38532919445454966*I,-2.6443786136374867-0.4686961506470525*I,-2.9831680159039458-0.7094901579364842*I,-3.331634446410413-0.8045050319286976*I,-3.6733257950106797-0.8435555608560388*I,-4.003753062306407-0.8772114676541771*I,-4.355716475738632-0.9274049384269164*I,-4.737968074665748-0.9724466090436872*I
1013,0.691931939317,0.950269723905,-2.7212332153570435-0.4281391672203957*I,-2.5861155676873184-0.47557698473174326*I,-2.955068816063798-0.7299537436406617*I,-3.307222326988966-0.8278682351873085*I,-3.64693394073961-0.8674210621832774*I,-3.9702596235436785-0.9026435708332818*I,-4.316174215276101-0.9569783133780363*I,-4.693667457073695-1.0045009344370386*I
1018,0.663594221802,0.953589522405,-2.7001340037226362-0.3759130486371005*I,-2.656800304398779-0.4683562906794595*I,-2.989757077944578-0.7047286334648423*I,-3.33740744218858-0.7989298578985096*I,-3.679618853365704-0.8377737375558997*I,-4.011692714225723-0.8709663494852643*I,-4.365051719037494-0.9201713110813508*I,-4.748413076082281-0.964620541219209*I
1019,0.68926111257,0.950541560825,-2.7194769071963383-0.4227228656416107*I,-2.593641860113505-0.4741279500730736*I,-2.9585124396650286-0.7274291078910285*I,-3.310198753666291-0.825037050726784*I,-3.650131591406483-0.8645598661257243*I,-3.974335264475538-0.8996267472947873*I,-4.321000580728095-0.9534589087191583*I,-4.6990789710376-1.0006805350596766*I
1023,0.707897610565,0.949742733618,-2.7304959136388645-0.4623402275822945*I,-2.5382877537525874-0.4893561041547392*I,-2.9336706565907242-0.7457739161084693*I,-3.2887961510443504-0.8452970177281013*I,-3.6272746366444517-0.8848535593959952*I,-3.9450899414483933-0.9208049778057161*I,-4.286269862469988-0.9782463254371017*I,-4.660116352468199-1.0276285036917299*I
1034,0.651266284367,0.953225605974,-2.6897894502440187-0.3571666280511383*I,-2.6813066366673097-0.4685467303088984*I,-3.0036516849303228-0.6947171980688589*I,-3.3496554079057166-0.7870319555120788*I,-3.693030045430128-0.8253217373300086*I,-4.028556934024265-0.8574203913343589*I,-4.3848349393492425-0.9045108665987185*I,-4.770527352180812-0.9476923387826446*I
1041,0.712966128206,0.948590490673,-2.7329737445997626-0.47378877412178433*I,-2.5224581135952437-0.4958176725289351*I,-2.926575098400693-0.7510763343928034*I,-3.2827055465059622-0.8510226603305233*I,-3.620831051859351-0.8905146593939199*I,-3.9367969294489944-0.9266137731048559*I,-4.276377300399074-0.9850825290492478*I,-4.649010781482517-1.0350791319220052*I
1043,0.733876130853,0.951675581013,-2.7408130810191644-0.5235345247014217*I,-2.457898580050524-0.5335027369420396*I,-2.895658572408553-0.7745669835772636*I,-3.25620708974131-0.8757462013118987*I,-3.593144694058459-0.914618037944969*I,-3.9009119329884836-0.9507656114413693*I,-4.233313220102767-1.0137325636456014*I,-4.600642183103599-1.0664129451723063*I
1051,0.735408518265,0.949499196584,-2.741240369272901-0.5273225754773614*I,-2.4533654525432302-0.53689893255504*I,-2.893284395864509-0.776399286221817*I,-3.254171438601067-0.8776335249270435*I,-3.5910425976018145-0.9164371086093537*I,-3.8981705123523613-0.9525455997597634*I,-4.230004396604951-1.015861161509614*I,-4.596924812715635-1.0687489366263228*I
1053,0.671338785589,0.952094575133,-2.7063706014685485-0.3889742006223537*I,-2.6395361020572765-0.4689218118691792*I,-2.980670408493464-0.7112980268249156*I,-3.329451575209173-0.8066078584110054*I,-3.6709512008832417-0.8457275741245887*I,-4.00075263248115-0.8795496998358036*I,-4.352184974709306-0.9301157992125775*I,-4.734015255993514-0.9753807687495445*I
1056,0.724487469332,0.94743468899,-2.7377625017781098-0.5007315664854959*I,-2.4864289191029294-0.5144743453723253*I,-2.909875832290756-0.7636820614303019*I,-3.2683907181172875-0.8644152806330176*I,-3.605801715911062-0.9036370489191925*I,-3.917368172044761-0.9398871994649932*I,-4.253116570332583-1.000778206732917*I,-4.622888576393106-1.0522215684603333*I
1061,0.69395009023,0.951260305878,-2.7225225033988605-0.43229320800542986*I,-2.5803226147044747-0.47681809050670826*I,-2.9524414432041173-0.7318836366885774*I,-3.304953788621458-0.8300230146743162*I,-3.644500770154746-0.869593085057985*I,-3.9671550047735495-0.9049273270071323*I,-4.312494855364397-0.959644868544136*I,-4.689541308887922-1.0073967245985165*I
1065,0.69159465588,0.95079528066,-2.721014540699873-0.42745002515591535*I,-2.5870749948782197-0.47538209545190374*I,-2.955505785766739-0.7296330877124977*I,-3.3075998128814192-0.8275094233239578*I,-3.647339157267379-0.8670589100741625*I,-3.9707763786875176-0.902262246091682*I,-4.316786391666654-0.9565332710105593*I,-4.6943539125469576-1.0040177334959912*I
1066,0.71337434516,0.946367910349,-2.733163422026497-0.4747221044481706*I,-2.521178021874235-0.496384716420657*I,-2.925997067560311-0.7515096440063243*I,-3.2822096741265554-0.8514880820191371*I,-3.620307695506193-0.8909734572168464*I,-3.9361223997857846-0.9270824611230619*I,-4.275571752289755-0.9856349229055356*I,-4.648106340094086-1.0356815675924644*I
1067,0.725753974087,0.946540684221,-2.738218043157443-0.5037654614093641*I,-2.4825164550434002-0.5168515633682796*I,-2.907990492051428-0.7651171107486701*I,-3.2667753264561146-0.865921120651105*I,-3.604116242945094-0.905102528066881*I,-3.9151817609980526-0.9413516911659957*I,-4.250491057321752-1.0025170287830907*I,-4.619939443786972-1.05412403612864*I
1068,0.749188177394,0.945633641459,-2.7442308050092175-0.5621575606020334*I,-2.4145915115051633-0.5704443950836081*I,-2.871233464617582-0.7936294883054306*I,-3.2352277521934667-0.8951189967483734*I,-3.5716625735119725-0.9331707273813555*I,-3.8727867525472868-0.9685927161248167*I,-4.199219128439527-1.0351842604442318*I,-4.562337798704622-1.0900149139598587*I
1074,0.657622492623,0.954725947342,-2.6951683340808263-0.3665134582837481*I,-2.669105772409154-0.4683246249276184*I,-2.996573055578455-0.6998133879390939*I,-3.3434024439492007-0.7931183286933866*I,-3.6861733106855112-0.8317108192111179*I,-4.019944107488561-0.8643865629535213*I,-4.37473889155587-0.9125597544695082*I,-4.7592453843983815-0.956390477730685*I
1079,0.658896178592,0.952943923015,-2.696236274365426-0.36846833306959087*I,-2.666551776456305-0.4683084613911134*I,-2.9951329347667963-0.7008511587450241*I,-3.342133727249694-0.7943501259092486*I,-3.684784586117025-0.832998971195003*I,-4.018197355191526-0.8657870991123692*I,-4.372689418643285-0.9141791278515068*I,-4.756954213559925-0.9581410496059126*I
1083,0.740834489063,0.945309574751,-2.742598372381166-0.5408769101037288*I,-2.4376525924139267-0.5495034407003896*I,-2.884753731188302-0.7830188773066362*I,-3.2468520958165747-0.8844060013564614*I,-3.583515227380365-0.9229429406827719*I,-3.8883344911920927-0.9588566469758235*I,-4.218107936170342-1.0234306792135472*I,-4.583559108760552-1.0770661882922818*I
1085,0.712849695122,0.948715615879,-2.732919373797621-0.47352286756603656*I,-2.5228231414848103-0.49565721752966146*I,-2.926739785884017-0.7509529176867454*I,-3.2828468332533802-0.8508900296603292*I,-3.620980204457064-0.8903838787912954*I,-3.9369891387599942-0.9264801150332301*I,-4.2766068182190935-0.984925022953593*I,-4.649268473016156-1.034907368268183*I
1092,0.650004723558,0.956182794401,-2.6887153078058534-0.35539281581912396*I,-2.6836244291212097-0.4686133088031517*I,-3.0050355249240153-0.6937216882848692*I,-3.350881216560378-0.7858357522996242*I,-3.694376568430596-0.82406129719525*I,-4.03024607821979-0.856042343112846*I,-4.386813157511487-0.9029197048457445*I,-4.772736986178248-0.9459733529499059*I
1093,0.664839418537,0.956188281984,-2.7011542396956387-0.3779474455673883*I,-2.6541261526235793-0.4684017963783472*I,-2.9883151605577503-0.7057697115773802*I,-3.3361422851970484-0.8001534093792037*I,-3.6782381314905943-0.8390455330214882*I,-4.009952195404962-0.872342593442867*I,-4.363006454166207-0.9217645864884565*I,-4.746125179971827-0.9663438994419542*I
1094,0.666907248006,0.957817748654,-2.702834688692025-0.3813818492420704*I,-2.649600288455227-0.4685127540842336*I,-2.9859046290201077-0.7075112456602939*I,-3.3340295604344083-0.8021944581106351*I,-3.675934403903502-0.8411634385841441*I,-4.00704631344533-0.8746312819200923*I,-4.3595902960682595-0.924415193056607*I,-4.742303120269336-0.9692114171036623*I
1097,0.66482158576,0.956304480447,-2.701139671170797-0.3779181309527512*I,-2.6541647198846463-0.4684010359845837*I,-2.9883358616170783-0.7057547617959996*I,-3.3361604411954313-0.8001358574567949*I,-3.6782579396757584-0.8390273005422378*I,-4.009977171135099-0.8723228735584696*I,-4.3630358075814195-0.9217417536773572*I,-4.746158017653259-0.9663192008689132*I
1098,0.664873022268,0.956200651598,-2.701181688899821-0.3780026995920514*I,-2.6540534558331608-0.4684032380409688*I,-2.988276147856449-0.7057978858384084*I,-3.3361080694351575-0.8001864861810543*I,-3.678200802608363-0.8390798914305315*I,-4.009905127730579-0.8723797540183532*I,-4.362951136211538-0.9218076133797027*I,-4.746063295584779-0.9663904423615509*I
1101,0.670432896247,0.957211831515,-2.7056556265831606-0.38739672757356286*I,-2.6416343814862766-0.4688173048885162*I,-2.9817480207946407-0.7105177906832736*I,-3.3303930400024284-0.8057012642944921*I,-3.671975018757696-0.8447917385971272*I,-4.002046589525547-0.878542783389469*I,-4.353708209910537-0.9289482413814193*I,-4.735720315047831-0.9741169477351115*I
1102,0.670423553377,0.957211287143,-2.705648230793319-0.38738052597545736*I,-2.641655911606218-0.4688162863039162*I,-2.981759114150317-0.7105097603648912*I,-3.3304027345652822-0.8056919260703554*I,-3.6719855639973775-0.844782094547348*I,-4.002059914749909-0.8785324025859627*I,-4.353723894275597-0.9289362058408129*I,-4.735737870839796-0.9741039205921713*I
1113,0.693776464345,0.951745181306,-2.7224128835583308-0.4319337880063871*I,-2.580824441052762-0.4767061684104305*I,-2.952668343422654-0.731716842054705*I,-3.3051496219301204-0.8298371050042669*I,-3.644710678316381-0.8694058775438285*I,-3.9674229536818615-0.9047307107543816*I,-4.312812507334024-0.9594152143078123*I,-4.689897556916727-1.0071472867603135*I
1114,0.716668910767,0.948708381653,-2.734640271858645-0.4823138290866091*I,-2.510838826443814-0.5012164722050746*I,-2.9212957363706975-0.7550417426963545*I,-3.2781778713911134-0.8552682533678791*I,-3.6160595797382196-0.894692301326571*I,-3.930641822555037-0.9308695459994185*I,-4.2690213981261795-0.9901030336166355*I,-4.640751231530969-1.0405567066369954*I
1125,0.655528100608,0.954133993545,-2.6934039401616694-0.36335825842492425*I,-2.673224803261701-0.4683738334231339*I,-2.998925278013369-0.6981191048847871*I,-3.3454771531287735-0.7911017467829166*I,-3.688446097457187-0.8295984111353587*I,-4.022801115330824-0.8620869377724679*I,-4.378089635072514-0.9099016733737243*I,-4.7629906015685-0.9535174746955645*I
1128,0.685425160308,0.957184354325,-2.71685798361311-0.4151108979290997*I,-2.604155088138569-0.472402158639723*I,-2.963392566755161-0.7238602267436555*I,-3.3144233091539377-0.8210106660991767*I,-3.6546801058955865-0.8604763023060108*I,-3.980124135718186-0.8953049734666116*I,-4.327848523811382-0.9484229910919477*I,-4.706755263482567-0.9952168681312326*I
1129,0.685286909608,0.950061188787,-2.7167615362177173-0.41484032745207083*I,-2.6045272305718123-0.4723472572083077*I,-2.9635670186713803-0.7237328338043374*I,-3.3145744752349784-0.8208664150054753*I,-3.6548430774480094-0.8603296850614257*I,-3.980331364392236-0.8951494602184937*I,-4.328093509999507-0.9482419033876044*I,-4.707029841094364-0.9950204611566111*I
1130,0.696206822942,0.951154025579,-2.7239247404489655-0.4369991526495038*I,-2.5737435296186257-0.47836410472573276*I,-2.949477409468476-0.7340647923779505*I,-3.3023968851493626-0.832448575670774*I,-3.64176250034971-0.8720323079864095*I,-3.963657581967843-0.9074852570063539*I,-4.308346943902418-0.9626340504187827*I,-4.68488901661548-1.0106441306243872*I
1131,0.693439239705,0.950353438345,-2.7221992716537384-0.4312367951374589*I,-2.581797285414941-0.47649159186506834*I,-2.953108575439868-0.7313932970117293*I,-3.3055296193200463-0.8294763080614117*I,-3.645118060923637-0.8690424596964179*I,-3.967942917499443-0.9043489080799216*I,-4.313428868009936-0.958969300558154*I,-4.69058879559668-1.006662981913558*I
1132,0.686434292137,0.951608906492,-2.7175577019207418-0.41709389749135256*I,-2.6014242778032886-0.47281780574831045*I,-2.962116188749662-0.7247926796419009*I,-3.313317622120493-0.822065401859498*I,-3.653488514295848-0.8615476697930946*I,-3.9786085653996763-0.8964406316608453*I,-4.326056489858869-0.9497456652616085*I,-4.704746681444831-0.9966515641153779*I
1133,0.657896021391,0.9582828059,-2.6953980250174374-0.36693097905178257*I,-2.668560450053775-0.468320228844969*I,-2.996264401428319-0.7000357773613658*I,-3.343130431015325-0.7933825134494016*I,-3.685875496131649-0.8319872296360099*I,-4.01956958093829-0.8646872032629693*I,-4.374299512543399-0.9129073363642496*I,-4.758754215181196-0.9567662029990815*I
1142,0.679504597452,0.95276244458,-2.7126059913815186-0.4037668468473008*I,-2.6196555339601026-0.47045775901645326*I,-2.970775656232706-0.7184792267434731*I,-3.3208305749536504-0.8148855838548592*I,-3.661600389119819-0.8542312759923559*I,-3.9889126512064923-0.8886607018617101*I,-4.338229119310372-0.9406932442937566*I,-4.718386963147163-0.9868368606056981*I
1143,0.679536748203,0.952754162896,-2.7126297300365536-0.40382707905337406*I,-2.6195738080903035-0.47046622235786745*I,-2.9707360442954887-0.7185080420656902*I,-3.3207961435458757-0.8149185593864732*I,-3.661563132615553-0.8542650044456598*I,-3.988865396893004-0.8886966960582628*I,-4.3381733544836925-0.9407350805557887*I,-4.718324492887004-0.9868821968762679*I
1145,0.679879090911,0.952504656416,-2.712882077340256-0.40446937866936045*I,-2.6187019138273473-0.4705576603257802*I,-2.970313931884864-0.7188151389852219*I,-3.3204292740654675-0.8152698752607244*I,-3.6611662066896287-0.8546242695587419*I,-3.9883619155573067-0.8890800228846931*I,-4.33757916297264-0.9411806485607631*I,-4.717658842168146-0.9873650536763111*I
1147,0.728674714139,0.955483988158,-2.739215872989239-0.5108131589594024*I,-2.4735611482471898-0.5225659463841116*I,-2.9036042535090303-0.7684655295277996*I,-3.2630170359130046-0.8694203502972223*I,-3.6002034646439247-0.9085005518159444*I,-3.910100161720038-0.9447327030847902*I,-4.244382409443349-1.0065372851573955*I,-4.61307747477395-1.0585254230413166*I
1153,0.686442373059,0.951602637436,-2.717563274561946-0.41710983370293286*I,-2.6014023080417115-0.4728212413570931*I,-2.9621059464147774-0.724800164878617*I,-3.313308751758677-0.8220738608230354*I,-3.6534789579415334-0.8615562573884397*I,-3.978596408043666-0.8964497294810345*I,-4.326042112504953-0.9497562630991524*I,-4.704730566094355-0.9966630604428722*I
